name,online_order,book_table,rating,votes,approx_cost,rest_type,location,type
Namma Kudla,Yes,No,4,200,400,Quick Bites,JP Nagar,Dine-out
Shanghai Court,Yes,No,4.1,181,700,Casual Dining,JP Nagar,Dine-out
Kakal-Kai Ruchi,Yes,No,3.7,218,500,Casual Dining,JP Nagar,Dine-out
Danapani,No,No,3.8,59,500,Casual Dining,JP Nagar,Dine-out
Inchara,No,No,3.7,536,950,Casual Dining,JP Nagar,Dine-out
Kabab Mehal,No,No,3.8,234,400,Quick Bites,JP Nagar,Dine-out
Adithya,Yes,No,4,180,450,Casual Dining,JP Nagar,Dine-out
Blytons,No,No,0,0,1500,Bar,Hebbal,Dine-out
Bikaner Jn,Yes,No,3.9,85,300,Quick Bites,JP Nagar,Dine-out
Mudpipe Cafe,Yes,Yes,3.9,728,800,Cafe,JP Nagar,Dine-out
Anjappar,No,No,3.1,97,650,Casual Dining,JP Nagar,Dine-out
Pallavi North Indian Veg Restaurant,No,No,3.7,246,450,Casual Dining,JP Nagar,Dine-out
Bhojohori Manna,Yes,No,3.7,666,650,Casual Dining,JP Nagar,Dine-out
TAB - Take A Break,No,No,4.1,522,550,Cafe,JP Nagar,Dine-out
Swathi Restaurant,Yes,No,3.8,49,400,Quick Bites,JP Nagar,Dine-out
Beijing Bites,No,No,4,99,850,Casual Dining,JP Nagar,Dine-out
Gujrati Mess,Yes,No,3.6,18,200,Mess,JP Nagar,Dine-out
Royal Chef Naati Oota,No,No,4,194,500,Casual Dining,JP Nagar,Dine-out
Shanthi Sagar,Yes,No,3.6,519,400,Casual Dining,JP Nagar,Dine-out
White Horse,No,No,3.8,179,400,Quick Bites,JP Nagar,Dine-out
Funky Punjab,Yes,No,3.9,410,500,Casual Dining,JP Nagar,Dine-out
Dakshin Food Palace,Yes,No,3.7,43,450,Casual Dining,JP Nagar,Dine-out
New Kabab Zone,Yes,No,2.9,51,500,Casual Dining,JP Nagar,Dine-out
Gam's Delicacy,No,No,3.2,6,800,Casual Dining,JP Nagar,Dine-out
Re Malnad Nati Style Hotel,Yes,No,3.6,16,400,Casual Dining,JP Nagar,Dine-out
The Kitchen,Yes,No,0,0,800,Casual Dining,JP Nagar,Dine-out
Delhi Ke Bawarchi,No,No,4,88,500,Casual Dining,JP Nagar,Dine-out
Venkateshwara Sweets and Restaurant,No,No,3.6,41,400,"Casual Dining, Sweet Shop",JP Nagar,Dine-out
Zeeshan,Yes,No,3.1,320,700,Casual Dining,JP Nagar,Dine-out
Sambram Biriyani Paradise,Yes,No,3.6,96,600,Casual Dining,JP Nagar,Dine-out
Wangs Kitchen,Yes,No,2.8,39,1000,Casual Dining,JP Nagar,Dine-out
Eat Repeat Express,Yes,No,3.2,20,700,Casual Dining,JP Nagar,Dine-out
Empire Restaurant,Yes,No,4.1,2402,750,Casual Dining,JP Nagar,Dine-out
